baseMean_M	log2FoldChange_M	lfcSE_M	stat_M	pvalue_M	padj_M
Ctla4	1.89554165899446	0.0227278165881499	0.0660287844958071	0.344210737206485	0.730687808012304	NA
Icos	45.1086112577889	-0.01967803154201	0.0242180926026279	-0.812534325674961	0.416485098558901	0.738285233022213
Pard3b	2446.17874932057	-0.00796408638170478	0.00758121398723092	-1.05050278162821	0.29348701273416	0.637725138245636
Nrp2	101.986271928301	-0.000734881178522084	0.0280163849784932	-0.0262304069238846	0.97907356300359	0.995478035062465
Ino80d	2720.26779373339	-0.0136759288526517	0.00561427691388695	-2.43591989893199	0.0148539734080152	0.176291372074807
Ino80dos	45.3668162278793	-0.0176678121495345	0.0143473701420174	-1.23143210042326	0.218161297238073	0.567865302755356
Ndufs1	867.950091226971	0.0025181241505115	0.00525262200944692	0.479403266784211	0.631651769920014	0.864742240415681
Eef1b2	4761.26768586213	-0.000359103128546149	0.00591699362154841	-0.0606901327793177	0.951605990097616	0.989998937483695
Snora41	10.6709821755139	-0.000724777631326396	0.0421548243334854	-0.0171932309714472	0.986282462294693	0.996258427684934
Fastkd2	161.179726588964	-0.00767443222601668	0.00858788203687564	-0.893635030507326	0.371517197153757	0.704080059980741
Klf7	426.037948585752	-0.0202019851751146	0.00930744582487495	-2.17051869602325	0.0299675738654669	0.249716586450944
Mir6899	0.883312378846302	0.0232499092414357	0.0858830908764716	0.270715795206728	0.786609627482625	NA
Creb1	1414.19486700281	-0.0130503300963851	0.00689000220407831	-1.89409665045686	0.0582121822575046	0.333062758414263
Mettl21a	184.906669059223	0.0095317912773085	0.00806611039456839	1.18170850769995	0.23732138140676	0.588036816159793
2810408I11Rik	3.92613918873466	-0.0267973234382201	0.0474780801396486	-0.564414638490024	0.572471978790158	NA
Ccnyl1	186.037684932768	-0.00352442708415981	0.00800695476825383	-0.440170724847047	0.659813461121111	0.878013528331378
Fzd5	111.031611747932	-0.000102879332099204	0.0126020851252022	-0.0081636753820573	0.993486401803769	0.998635760250213
Plekhm3	3717.66803664966	8.17419966804179e-05	0.00385254290400822	0.0212176732919374	0.983072016207611	0.995570679116715
D630023F18Rik	3.50624003356327	-0.0342648112473708	0.0445716316860515	-0.768758287529639	0.442036815544501	NA
Idh1	6065.79453139727	0.00717706061670789	0.00461382484876679	1.55555549938707	0.119813827571195	0.449738544670691
Pikfyve	1922.39215493742	-0.00799792947527136	0.00515018359048183	-1.55294065439774	0.120437313131432	0.451068248452506
Rpe	409.530556496382	-0.0117499828673011	0.00706525049569084	-1.66306670576897	0.0962990835746208	0.412229405987524
Kansl1l	329.172108590449	-0.0153297380822363	0.0080356301057761	-1.90772072388164	0.0564273217347373	0.32912024549489
Acadl	1878.28978411139	0.0124928841963032	0.00694518043773329	1.79878468361012	0.0720527470704348	0.36697773812043
Lancl1	736.912409149641	0.0230161636990159	0.0128893194403857	1.78567718842471	0.0741515409501966	0.370346730256406
Ikzf2	109.827220873276	-0.0261821739705358	0.0193565059274641	-1.35262914023068	0.176174138209	0.523460416308231
Bard1	88.8711278520114	0.00614511095959567	0.0206769595384385	0.297196062514505	0.766316827803427	0.921646090840834
Atic	929.758037504373	0.00253660945017637	0.00835627501672781	0.303557439780107	0.761465080435317	0.91991223353174
Fn1	1314431.71802682	-0.00269141785713854	0.00620643818251508	-0.433649345726324	0.664543095491032	0.880423379062989
Apol7d	4.81943825835434	-0.0917090547814728	0.0406595207446425	-2.25553703294835	0.0240996404987784	NA
Gm8883	1.03879237923575	-0.0135148155174858	0.0813206720947501	-0.166191635771764	0.868006141602282	NA
4933417E11Rik	165.896141276162	-0.0225866246222179	0.0103490749882553	-2.18247762701986	0.0290743006958501	0.246010313600835
Mreg	5.852234703036	-0.000730918113927948	0.0492565676758376	-0.0148389980954051	0.988160627020316	0.996312471816889
Pecr	78.9146516142385	0.0156347350019103	0.0116712886741692	1.33958943509923	0.180378860449271	0.528731343733271
Xrcc5	6.71008706331739	-0.0248170994399214	0.0301507287058906	-0.823101148964033	0.410450475488872	0.73548854732362
Smarcal1	731.467238129052	0.000697754796562961	0.005738443269502	0.121593046021959	0.903221321093757	0.973020253344619
Rpl37a	2257.01095060674	0.00672145686352176	0.00513238390625931	1.30961693168051	0.190325457638915	0.541408336769458
