baseMean_F	log2FoldChange_F	lfcSE_F	stat_F	pvalue_F	padj_F
Nbeal1	1194.20569456562	0.00129317892756698	0.00510980218871921	0.253078080091221	0.800207877170695	0.98610916571764
Cyp20a1	418.870161526706	-0.00928005865348609	0.00571126363291139	-1.62486959978688	0.104190347000157	0.628839461122873
Abi2	560.26371405663	-0.00980665338567151	0.00467613956658071	-2.09716866788096	0.0359786470401376	0.400104577130536
Raph1	853.661671310569	-0.0117279151000951	0.0103488232866965	-1.13326073652948	0.25710477495823	0.820415984613062
Cd28	6.17594501334844	-0.00997731243784271	0.0420385283548396	-0.237337338586785	0.812395097459734	0.986279692856093
Ctla4	1.48589461527469	-0.0784395472496464	0.0716173475842527	-1.09525903842456	0.2734031673624	NA
Icos	39.0008014100889	-0.0141080787710159	0.0164202934965472	-0.859185542206202	0.390238158582644	0.904969107077811
Pard3b	2371.56301310446	0.00751545863552217	0.00546385656605366	1.37548607740088	0.168980799138482	0.743327120149582
Nrp2	69.7182075652647	0.0286639292642679	0.018969697607672	1.51103775384776	0.130778832192676	0.677469772180563
Ino80d	2603.59999012059	-0.00837395614452375	0.00473329623273087	-1.76915953128342	0.0768672555372529	0.557906232831446
Ino80dos	44.1815995533472	3.24575814340342e-05	0.014928280389296	0.0021742344454695	0.998265213271202	0.999578023057929
Ndufs1	756.517040022155	-0.0022315343788991	0.00398678247822081	-0.559733166052984	0.575661456482603	0.956003195122051
Eef1b2	4714.25057594557	-0.0068483193533855	0.0040039842060147	-1.71037621554503	0.0871963262962819	0.586428323253972
Snora41	11.580729010881	-0.0283754893245113	0.0244625103066403	-1.15995819598322	0.246065826718832	0.809967954494476
Fastkd2	151.720209355746	-0.00266508490642484	0.00780108656231643	-0.341629962074601	0.732629385948998	0.980733340279892
Klf7	376.18280828622	-0.000428070565379329	0.00780161832908775	-0.0548694575051563	0.95624246458892	0.994964757728316
Mir6899	0.643446494784832	0.0276127486311689	0.107010975020883	0.258036604430343	0.796378657288206	NA
